user_email,family_size,house_type,district,milk_packets,deliveries,oil_type,bottles,segregation,food_waste,compost,garden_waste,old_devices,batteries,disposal_method,plastic_waste_kg,bio_waste_kg,ewaste_kg,monthly_waste_kg
0.578,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.0,0.2,1.0,0.0833333333333333,0.0,0.0,0.06666666666666665,10.0,0.12499999999999994,10.309166666666666
0.5835,0.3333333333333333,0.5,0.1538461538461538,0.3333333333333333,0.7222222222222221,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,0.0833333333333333,0.3333333333333333,0.0,0.0861111111111111,10.0,0.12499999999999994,10.351944444444444
0.589,0.6666666666666666,0.0,0.6153846153846154,0.6666666666666666,0.6111111111111112,0.5,0.3333333333333333,0.0,0.0,0.6000000000000001,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.13055555555555554,10.0,0.0,10.287222222222223
0.5945,0.3333333333333333,0.0,0.5384615384615385,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.06666666666666665,10.0,0.0,10.146666666666667
0.6,0.6666666666666666,0.0,0.0769230769230769,0.6666666666666666,0.2222222222222222,1.0,0.6666666666666666,1.0,0.0,0.2,1.0,0.0,0.3333333333333333,0.0,0.1111111111111111,10.0,0.0,10.244444444444444
0.6055,0.0,1.0,0.3846153846153846,0.1666666666666666,0.7777777777777777,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.06388888888888888,10.0,0.0,10.140555555555556
0.611,1.0,1.0,0.4615384615384615,0.5,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.09166666666666666,10.0,0.0,10.201666666666666
0.617,1.0,1.0,0.6153846153846154,0.8333333333333333,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.3333333333333333,0.3333333333333333,0.12499999999999999,10.0,0.0,10.275
0.6225,0.3333333333333333,0.5,0.5384615384615385,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.2,1.0,0.0,0.0,1.0,0.049999999999999996,10.0,0.0,10.11
0.628,0.3333333333333333,0.0,0.1538461538461538,0.5,0.8888888888888888,0.5,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.11944444444444444,10.0,0.0,10.262777777777778
0.6335000000000001,0.6666666666666666,0.5,0.3076923076923077,0.6666666666666666,0.9444444444444444,0.5,0.0,0.5,0.0,0.6000000000000001,0.0,0.0,0.6666666666666666,0.0,0.1472222222222222,10.0,0.0,10.323888888888888
0.639,0.6666666666666666,1.0,0.3076923076923077,0.5,0.3333333333333333,0.0,0.0,0.5,0.0,0.4,0.3333333333333333,0.0,1.0,0.3333333333333333,0.09166666666666666,10.0,0.0,10.201666666666666
0.6445,0.3333333333333333,0.0,0.8461538461538463,0.3333333333333333,0.4999999999999999,1.0,0.3333333333333333,0.5,0.0,0.4,0.6666666666666666,0.0,0.3333333333333333,1.0,0.07499999999999998,10.0,0.0,10.165
0.65,0.0,0.0,0.8461538461538463,0.1666666666666666,0.2222222222222222,0.0,1.0,0.0,0.0,0.2,1.0,0.0833333333333333,0.6666666666666666,0.6666666666666666,0.0361111111111111,10.0,0.12499999999999994,10.241944444444444
0.6555,0.6666666666666666,0.5,0.2307692307692307,0.3333333333333333,0.8888888888888888,0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.09444444444444443,10.0,0.0,10.207777777777778
0.661,0.6666666666666666,1.0,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.0,0.4,0.3333333333333333,0.0,0.6666666666666666,0.0,0.1,10.0,0.0,10.22
0.6665,1.0,1.0,0.6923076923076923,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.6000000000000001,0.6666666666666666,0.0,1.0,0.0,0.11666666666666665,10.0,0.0,10.256666666666666
0.6725,0.3333333333333333,0.0,0.1538461538461538,0.1666666666666666,0.7777777777777777,0.5,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.06388888888888888,10.0,0.0,10.140555555555556
0.678,0.3333333333333333,0.5,0.5384615384615385,0.3333333333333333,0.9444444444444444,0.0,0.3333333333333333,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.09722222222222221,10.0,0.0,10.213888888888889
0.6835,0.6666666666666666,0.5,0.6153846153846154,0.6666666666666666,0.4444444444444445,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.12222222222222222,10.0,0.0,10.268888888888888
0.6890000000000001,0.0,0.0,0.9230769230769232,0.1666666666666666,1.0,1.0,1.0,1.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.075,10.0,0.0,10.165
0.6945,0.3333333333333333,1.0,0.9230769230769232,0.5,0.6111111111111112,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10555555555555556,10.0,0.0,10.232222222222223
0.7000000000000001,0.3333333333333333,0.0,0.8461538461538463,0.5,0.7222222222222221,1.0,1.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.11111111111111112,10.0,0.0,10.244444444444445
0.7055,0.3333333333333333,0.0,0.6153846153846154,0.1666666666666666,0.0555555555555555,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.02777777777777777,10.0,0.0,10.061111111111112
0.711,0.3333333333333333,0.5,0.1538461538461538,0.5,0.8333333333333333,1.0,0.3333333333333333,0.0,0.0,0.4,1.0,0.0,0.3333333333333333,0.6666666666666666,0.11666666666666665,10.0,0.0,10.256666666666666
0.7165,0.3333333333333333,0.0,0.5384615384615385,0.3333333333333333,0.4444444444444445,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.07222222222222222,10.0,0.0,10.158888888888889
0.722,0.3333333333333333,1.0,0.7692307692307693,0.1666666666666666,0.0555555555555555,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02777777777777777,10.0,0.0,10.061111111111112
0.728,1.0,0.5,0.3076923076923077,1.0,0.7777777777777777,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18888888888888888,10.0,0.0,10.415555555555555
0.7335,0.6666666666666666,0.0,0.6923076923076923,0.5,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0833333333333333,0.6666666666666666,0.0,0.075,10.0,0.12499999999999994,10.327499999999999
0.739,0.6666666666666666,0.0,0.6153846153846154,0.3333333333333333,0.8888888888888888,1.0,0.6666666666666666,1.0,0.0,0.4,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.09444444444444443,10.0,0.0,10.207777777777778
0.7445,0.6666666666666666,0.0,0.8461538461538463,0.3333333333333333,0.7777777777777777,0.0,1.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.3333333333333333,0.0,0.08888888888888889,10.0,0.0,10.195555555555556
0.75,0.0,0.0,0.6153846153846154,0.0,0.8888888888888888,1.0,0.6666666666666666,0.5,0.0,0.6000000000000001,0.3333333333333333,0.0,0.3333333333333333,1.0,0.044444444444444446,10.0,0.0,10.097777777777777
0.7555000000000001,0.3333333333333333,0.5,0.9230769230769232,0.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.2,0.0,0.0,0.3333333333333333,1.0,0.075,10.0,0.0,10.165
0.761,0.6666666666666666,0.0,0.3846153846153846,0.6666666666666666,0.5555555555555556,1.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.12777777777777777,10.0,0.0,10.28111111111111
0.7665000000000001,1.0,1.0,0.6923076923076923,0.8333333333333333,0.2222222222222222,1.0,0.6666666666666666,0.5,0.0,0.8,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.1361111111111111,10.0,0.0,10.299444444444445
0.772,0.3333333333333333,0.0,0.9230769230769232,0.5,0.4444444444444445,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.3333333333333333,0.3333333333333333,0.09722222222222222,10.0,0.0,10.213888888888889
0.7775,0.6666666666666666,1.0,0.0769230769230769,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.2,1.0,0.0,1.0,0.0,0.06666666666666665,10.0,0.0,10.146666666666667
0.7835,1.0,1.0,0.0,0.6666666666666666,0.8888888888888888,0.0,0.0,1.0,0.0,0.6000000000000001,0.0,0.0,0.6666666666666666,0.6666666666666666,0.14444444444444443,10.0,0.0,10.317777777777778
0.789,0.6666666666666666,0.5,0.2307692307692307,0.5,0.2222222222222222,0.0,0.6666666666666666,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.08611111111111111,10.0,0.0,10.189444444444444
0.7945,0.3333333333333333,1.0,0.9230769230769232,0.3333333333333333,0.6111111111111112,0.0,0.3333333333333333,0.5,0.0,0.4,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.08055555555555555,10.0,0.0,10.177222222222222
0.8,1.0,1.0,1.0,0.6666666666666666,0.2222222222222222,0.0,1.0,0.0,0.0,0.2,0.0,0.0833333333333333,0.6666666666666666,0.0,0.1111111111111111,10.0,0.12499999999999994,10.406944444444443
0.8055,0.3333333333333333,0.0,0.4615384615384615,0.1666666666666666,0.7222222222222221,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0611111111111111,10.0,0.0,10.134444444444444
0.811,0.3333333333333333,0.5,0.0769230769230769,0.5,0.4999999999999999,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.0,0.0,10.22
0.8165,0.0,0.0,0.9230769230769232,0.0,0.7777777777777777,1.0,0.6666666666666666,0.0,0.0,0.6000000000000001,0.3333333333333333,0.0833333333333333,0.6666666666666666,0.0,0.03888888888888888,10.0,0.12499999999999994,10.248055555555554
0.8220000000000001,1.0,0.0,0.7692307692307693,0.5,1.0,1.0,0.0,0.0,0.0,0.4,0.6666666666666666,0.0,0.0,0.3333333333333333,0.125,10.0,0.0,10.275
0.8275,0.3333333333333333,0.0,0.6923076923076923,0.1666666666666666,0.4999999999999999,0.5,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.04999999999999999,10.0,0.0,10.11
0.833,1.0,0.0,0.8461538461538463,0.8333333333333333,0.6111111111111112,1.0,0.0,0.0,0.0,0.4,0.6666666666666666,0.0833333333333333,0.0,0.0,0.15555555555555553,10.0,0.12499999999999994,10.504722222222222
0.839,1.0,0.0,0.5384615384615385,0.8333333333333333,0.1666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1333333333333333,10.0,0.0,10.293333333333333
0.8445,0.3333333333333333,1.0,0.6923076923076923,0.1666666666666666,0.2777777777777777,0.5,0.3333333333333333,1.0,0.0,0.2,0.3333333333333333,0.0833333333333333,0.0,0.0,0.038888888888888876,10.0,0.12499999999999994,10.248055555555554
0.85,0.6666666666666666,1.0,0.2307692307692307,0.5,0.7777777777777777,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11388888888888889,10.0,0.0,10.250555555555556
0.8555,0.6666666666666666,0.0,0.6923076923076923,0.5,0.8888888888888888,1.0,0.6666666666666666,1.0,0.0,0.8,0.3333333333333333,0.0,0.0,0.6666666666666666,0.11944444444444444,10.0,0.0,10.262777777777778
0.861,0.6666666666666666,0.0,0.3846153846153846,0.3333333333333333,0.0,1.0,0.3333333333333333,0.5,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.049999999999999996,10.0,0.0,10.11
0.8665,0.0,1.0,0.6923076923076923,0.1666666666666666,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0833333333333333,0.6666666666666666,0.6666666666666666,0.075,10.0,0.12499999999999994,10.327499999999999
0.872,0.3333333333333333,0.0,0.0,0.5,0.5555555555555556,0.0,0.0,1.0,0.0,0.6000000000000001,0.6666666666666666,0.0,0.3333333333333333,0.0,0.10277777777777777,10.0,0.0,10.226111111111111
0.8775000000000001,0.6666666666666666,1.0,0.4615384615384615,0.3333333333333333,0.1666666666666666,0.0,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.05833333333333332,10.0,0.0,10.128333333333334
0.883,1.0,0.0,1.0,0.6666666666666666,0.0555555555555555,1.0,0.6666666666666666,1.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.10277777777777776,10.0,0.0,10.226111111111111
0.8885000000000001,0.3333333333333333,1.0,0.0,0.1666666666666666,0.4999999999999999,0.5,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0833333333333333,0.0,0.0,0.04999999999999999,10.0,0.12499999999999994,10.272499999999999
0.8945000000000001,0.6666666666666666,0.0,0.3846153846153846,0.5,0.6111111111111112,0.5,0.3333333333333333,0.5,0.0,0.2,0.0,0.0,0.0,1.0,0.10555555555555556,10.0,0.0,10.232222222222223
0.9,0.6666666666666666,0.5,0.0769230769230769,0.6666666666666666,0.2777777777777777,1.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.11388888888888887,10.0,0.0,10.250555555555556
0.9055,0.3333333333333333,0.0,0.7692307692307693,0.3333333333333333,0.6666666666666665,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.08333333333333331,10.0,0.0,10.183333333333334
0.911,0.0,1.0,0.1538461538461538,0.1666666666666666,0.4444444444444445,0.5,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.047222222222222214,10.0,0.0,10.10388888888889
0.9165,0.0,0.5,0.8461538461538463,0.0,0.3888888888888889,1.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.019444444444444445,10.0,0.0,10.042777777777777
0.922,0.3333333333333333,0.0,1.0,0.3333333333333333,0.7777777777777777,0.5,0.6666666666666666,1.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.3333333333333333,0.08888888888888889,10.0,0.0,10.195555555555556
0.9275,0.3333333333333333,0.0,0.1538461538461538,0.3333333333333333,0.5555555555555556,1.0,1.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.07777777777777777,10.0,0.0,10.171111111111111
0.933,0.3333333333333333,0.0,0.4615384615384615,0.1666666666666666,0.2777777777777777,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.038888888888888876,10.0,0.0,10.085555555555555
0.9385,0.3333333333333333,0.0,0.4615384615384615,0.3333333333333333,0.6666666666666665,0.5,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.0833333333333333,0.0,0.0,0.08333333333333331,10.0,0.12499999999999994,10.345833333333333
0.944,0.3333333333333333,0.5,0.3076923076923077,0.1666666666666666,0.4999999999999999,1.0,0.0,0.0,0.0,0.2,0.6666666666666666,0.0,0.3333333333333333,1.0,0.04999999999999999,10.0,0.0,10.11
0.95,0.0,0.0,0.2307692307692307,0.1666666666666666,0.1111111111111111,0.5,0.6666666666666666,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.03055555555555555,10.0,0.0,10.067222222222222
0.9555,0.3333333333333333,0.0,0.3076923076923077,0.3333333333333333,0.9444444444444444,0.5,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.09722222222222221,10.0,0.0,10.213888888888889
0.961,0.6666666666666666,0.0,0.9230769230769232,0.3333333333333333,0.1111111111111111,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.05555555555555555,10.0,0.0,10.122222222222222
0.9665,0.6666666666666666,1.0,0.6153846153846154,0.3333333333333333,0.6666666666666665,0.0,0.6666666666666666,0.0,0.0,0.6000000000000001,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.08333333333333331,10.0,0.0,10.183333333333334
0.972,0.3333333333333333,1.0,0.9230769230769232,0.5,0.3888888888888889,1.0,0.0,0.0,0.0,0.6000000000000001,1.0,0.0,0.6666666666666666,0.6666666666666666,0.09444444444444444,10.0,0.0,10.207777777777778
0.9775,0.6666666666666666,0.5,0.0,0.6666666666666666,0.1666666666666666,0.5,0.6666666666666666,0.0,0.0,0.6000000000000001,0.3333333333333333,0.0,0.0,0.6666666666666666,0.10833333333333331,10.0,0.0,10.238333333333333
0.983,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0555555555555555,0.5,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.05277777777777777,10.0,0.0,10.116111111111111
0.9885,1.0,1.0,1.0,1.0,0.2222222222222222,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.16111111111111112,10.0,0.0,10.354444444444445
0.994,1.0,0.0,0.3846153846153846,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.09999999999999999,10.0,0.0,10.22
0.9995,0.6666666666666666,1.0,0.7692307692307693,0.6666666666666666,0.2222222222222222,0.5,0.6666666666666666,0.5,0.0,0.2,0.0,0.0833333333333333,0.6666666666666666,0.0,0.1111111111111111,10.0,0.12499999999999994,10.406944444444443
0.0055,1.0,0.0,1.0,0.6666666666666666,0.2222222222222222,0.0,0.6666666666666666,0.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,10.0,0.0,10.244444444444444
0.011,0.6666666666666666,1.0,0.0,0.6666666666666666,0.4999999999999999,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.12499999999999997,10.0,0.0,10.275
0.0165,0.6666666666666666,1.0,0.4615384615384615,0.6666666666666666,0.1666666666666666,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,0.10833333333333331,10.0,0.2499999999999999,10.563333333333333
0.022,1.0,0.5,0.0769230769230769,0.8333333333333333,0.6666666666666665,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.15833333333333333,10.0,0.0,10.348333333333333
0.0275,0.3333333333333333,0.0,1.0,0.1666666666666666,0.1111111111111111,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.03055555555555555,10.0,0.0,10.067222222222222
0.033,1.0,0.5,0.7692307692307693,0.8333333333333333,0.1666666666666666,0.5,0.0,0.0,0.0,0.2,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.1333333333333333,10.0,0.0,10.293333333333333
0.0385,1.0,0.5,0.4615384615384615,0.8333333333333333,0.0,0.0,0.0,0.5,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.12499999999999999,10.0,0.0,10.275
0.044,0.6666666666666666,0.5,0.0,0.5,0.4444444444444445,0.0,1.0,1.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.09722222222222222,10.0,0.0,10.213888888888889
0.0495,1.0,1.0,0.3846153846153846,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0833333333333333,0.0,1.0,0.15,10.0,0.12499999999999994,10.4925
0.055,0.3333333333333333,0.0,0.3846153846153846,0.5,0.2777777777777777,1.0,0.3333333333333333,0.0,0.0,0.2,0.3333333333333333,0.0833333333333333,0.3333333333333333,1.0,0.08888888888888889,10.0,0.12499999999999994,10.358055555555556
0.061,0.0,0.0,0.7692307692307693,0.1666666666666666,0.8888888888888888,0.5,0.0,1.0,0.0,0.4,1.0,0.0,0.3333333333333333,0.3333333333333333,0.06944444444444443,10.0,0.0,10.152777777777779
0.0665,0.0,1.0,0.5384615384615385,0.1666666666666666,0.1666666666666666,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.03333333333333332,10.0,0.0,10.073333333333334
0.072,0.6666666666666666,1.0,0.0,0.6666666666666666,0.2222222222222222,0.0,1.0,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.1111111111111111,10.0,0.0,10.244444444444444
0.0775,0.6666666666666666,0.5,0.4615384615384615,0.5,0.9444444444444444,0.5,0.6666666666666666,0.0,0.0,0.4,1.0,0.0,0.3333333333333333,0.3333333333333333,0.12222222222222223,10.0,0.0,10.268888888888888
0.083,0.3333333333333333,0.5,0.5384615384615385,0.3333333333333333,0.5555555555555556,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.07777777777777777,10.0,0.0,10.171111111111111
0.0885,0.0,0.0,0.6923076923076923,0.1666666666666666,0.4444444444444445,0.0,0.3333333333333333,1.0,0.0,0.4,0.3333333333333333,0.0,1.0,0.3333333333333333,0.047222222222222214,10.0,0.0,10.10388888888889
0.094,0.0,0.0,0.2307692307692307,0.1666666666666666,0.6111111111111112,0.0,0.0,1.0,0.0,0.6000000000000001,0.6666666666666666,0.0,0.0,1.0,0.05555555555555555,10.0,0.0,10.122222222222222
0.0995,0.6666666666666666,0.0,0.0769230769230769,0.3333333333333333,0.5555555555555556,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0833333333333333,0.6666666666666666,0.6666666666666666,0.07777777777777777,10.0,0.12499999999999994,10.33361111111111
0.105,0.0,0.0,0.3846153846153846,0.1666666666666666,0.2777777777777777,1.0,0.0,0.5,0.0,0.2,0.6666666666666666,0.0,0.3333333333333333,0.0,0.038888888888888876,10.0,0.0,10.085555555555555
0.1105,0.6666666666666666,0.0,0.4615384615384615,0.5,0.3888888888888889,1.0,0.0,0.5,0.0,0.2,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.09444444444444444,10.0,0.0,10.207777777777778
0.1165,0.6666666666666666,1.0,0.2307692307692307,0.5,0.5555555555555556,0.5,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.10277777777777777,10.0,0.0,10.226111111111111
0.122,0.6666666666666666,1.0,0.7692307692307693,0.5,0.4444444444444445,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.09722222222222222,10.0,0.0,10.213888888888889
