family_size,house_type,district,milk_packets,deliveries,oil_type,bottles,segregation,food_waste,compost,garden_waste,old_devices,batteries,disposal_method,family_size_encoded,batteries_encoded,fraud_probability,fraud_flag
0.0,2,12,1.0758587650106615,0.4908462451734198,0,0.0,sometimes,0.0,worm_compost,0.0,1.1974740127139374,0.0,3,3,0,82.44,1
0.0,1,9,-1.1154609281398882,-0.7437064320809389,1,0.0,never,0.0,community,0.0,0.5520821746927893,0.0,2,0,2,70.86,1
0.0,2,6,-0.7502409792814632,-1.0523446013945286,2,0.0,always,0.0,community,0.0,1.1974740127139374,0.0,0,0,0,72.89,1
0.0,2,3,-1.1154609281398882,-1.0523446013945286,1,0.0,always,0.0,mixed,0.0,0.5520821746927893,0.0,1,0,3,87.98,1
0.0,2,13,-1.1154609281398882,-1.0523446013945286,0,0.0,sometimes,0.0,biomethanation,0.0,1.1974740127139374,0.0,0,0,0,85.46,1
0.0,2,12,-0.7502409792814632,-0.4350682627673492,1,0.0,sometimes,0.0,collector,0.0,1.1974740127139374,0.0,2,0,3,73.3,1
0.0,2,3,-1.1154609281398882,0.7994844144870095,2,0.0,always,0.0,home_compost,0.0,-1.384093339370655,0.0,2,0,0,74.18,1
0.0,1,4,0.7106388161522366,-1.3609827707081181,2,0.0,never,0.0,biomethanation,0.0,-0.7387015013495069,0.0,3,3,3,82.08,1
0.0,2,4,0.7106388161522366,-0.8980255167377337,1,0.0,always,0.0,community,0.0,0.5520821746927893,0.0,2,3,0,72.5,1
0.0,0,11,0.7106388161522366,-0.7437064320809389,2,0.0,sometimes,0.0,collector,0.0,1.1974740127139374,0.0,0,3,3,79.8,1
0.0,2,9,-1.1154609281398882,1.108122583800599,2,0.0,never,0.0,community,0.0,-1.384093339370655,0.0,2,0,0,79.93,1
0.0,2,2,1.0758587650106615,-1.0523446013945286,0,0.0,always,0.0,worm_compost,0.0,-0.7387015013495069,0.0,2,3,0,78.31,1
0.0,1,10,-1.1154609281398882,-1.0523446013945286,0,0.0,sometimes,0.0,mixed,0.0,-0.7387015013495069,0.0,1,0,2,74.03,1
0.0,1,3,-1.1154609281398882,-0.12643009345375955,0,0.0,never,0.0,collector,0.0,-1.384093339370655,0.0,2,0,3,79.69,1
0.0,2,3,0.7106388161522366,1.4167607531141888,1,0.0,always,0.0,biomethanation,0.0,1.1974740127139374,0.0,3,3,1,83.75,1
0.0,1,10,-1.1154609281398882,-0.8980255167377337,2,0.0,always,0.0,collector,0.0,-0.09330966332835877,0.0,1,0,3,87.16,1
0.0,1,5,1.0758587650106615,0.6451653298302146,0,0.0,always,0.0,biomethanation,0.0,-0.09330966332835877,0.0,3,3,2,72.68,1
0.0,2,3,-1.1154609281398882,-1.3609827707081181,1,0.0,never,0.0,mixed,0.0,0.5520821746927893,0.0,3,0,1,79.56,1
0.0,0,5,0.7106388161522366,0.9538034991438042,1,0.0,sometimes,0.0,collector,0.0,0.5520821746927893,0.0,3,3,3,71.92,1
0.0,1,1,-0.7502409792814632,1.4167607531141888,0,0.0,sometimes,0.0,community,0.0,1.1974740127139374,0.0,1,0,1,74.31,1
0.0,2,9,0.7106388161522366,-1.0523446013945286,2,0.0,never,0.0,mixed,0.0,0.5520821746927893,0.0,2,3,1,71.72,1
0.0,2,5,-1.1154609281398882,1.2624416684573938,2,0.0,never,0.0,worm_compost,0.0,-1.384093339370655,0.0,2,0,3,90.57,1
0.0,1,6,0.7106388161522366,-1.3609827707081181,0,0.0,always,0.0,collector,0.0,1.1974740127139374,0.0,0,3,3,92.09,1
0.0,1,3,0.7106388161522366,1.2624416684573938,0,0.0,never,0.0,community,0.0,0.5520821746927893,0.0,1,3,3,77.57,1
0.0,2,1,1.0758587650106615,-0.12643009345375955,2,0.0,never,0.0,home_compost,0.0,0.5520821746927893,0.0,2,3,1,73.32,1
0.0,1,9,0.3454188672938116,-1.3609827707081181,0,0.0,always,0.0,collector,0.0,1.1974740127139374,0.0,1,3,1,77.18,1
0.0,1,10,1.0758587650106615,0.6451653298302146,1,0.0,sometimes,0.0,community,0.0,0.5520821746927893,0.0,3,3,2,76.19,1
0.0,2,8,0.7106388161522366,1.108122583800599,1,0.0,always,0.0,worm_compost,0.0,1.1974740127139374,0.0,3,3,3,77.41,1
0.0,2,1,1.0758587650106615,-0.8980255167377337,0,0.0,always,0.0,collector,0.0,-0.09330966332835877,0.0,2,3,0,76.43,1
0.0,2,7,-1.1154609281398882,-1.3609827707081181,0,0.0,always,0.0,worm_compost,0.0,-1.384093339370655,0.0,0,0,0,80.3,1
0.0,1,7,-1.1154609281398882,0.7994844144870095,1,0.0,never,0.0,collector,0.0,-0.09330966332835877,0.0,3,0,0,75.52,1
0.0,1,5,1.0758587650106615,0.4908462451734198,0,0.0,sometimes,0.0,community,0.0,-1.384093339370655,0.0,1,3,3,82.77,1
0.0,0,4,1.0758587650106615,-0.8980255167377337,0,0.0,never,0.0,collector,0.0,-0.09330966332835877,0.0,2,3,3,81.09,1
0.0,1,4,1.0758587650106615,0.9538034991438042,1,0.0,always,0.0,home_compost,0.0,1.1974740127139374,0.0,0,3,3,86.71,1
0.0,1,11,0.7106388161522366,-0.8980255167377337,1,0.0,sometimes,0.0,mixed,0.0,0.5520821746927893,0.0,0,3,3,76.55,1
0.0,0,11,-1.1154609281398882,-0.2807491781105544,0,0.0,never,0.0,mixed,0.0,-0.09330966332835877,0.0,0,0,3,80.24,1
0.0,0,2,0.7106388161522366,-0.4350682627673492,2,0.0,never,0.0,mixed,0.0,0.5520821746927893,0.0,3,3,0,70.07,1
0.0,0,2,-1.1154609281398882,-1.3609827707081181,1,0.0,never,0.0,collector,0.0,-0.09330966332835877,0.0,0,0,2,78.61,1
0.0,1,12,1.0758587650106615,0.9538034991438042,0,0.0,sometimes,0.0,biomethanation,0.0,-0.09330966332835877,0.0,2,3,1,72.94,1
0.0,1,3,-1.1154609281398882,0.9538034991438042,2,0.0,never,0.0,collector,0.0,-0.7387015013495069,0.0,1,0,0,73.49,1
0.0,1,3,1.0758587650106615,0.9538034991438042,2,0.0,always,0.0,mixed,0.0,-0.7387015013495069,0.0,0,3,1,72.5,1
0.0,0,7,1.0758587650106615,0.4908462451734198,1,0.0,never,0.0,collector,0.0,1.1974740127139374,0.0,3,3,1,79.87,1
0.0,1,9,1.0758587650106615,-1.0523446013945286,1,0.0,never,0.0,biomethanation,0.0,-0.09330966332835877,0.0,1,3,1,76.94,1
0.0,1,9,1.0758587650106615,-1.2066636860513233,1,0.0,sometimes,0.0,collector,0.0,-1.384093339370655,0.0,3,3,0,81.37,1
0.0,1,7,-1.1154609281398882,1.2624416684573938,0,0.0,always,0.0,community,0.0,-0.09330966332835877,0.0,0,0,1,70.84,1
0.0,2,11,-1.1154609281398882,0.18220807585983012,0,0.0,sometimes,0.0,worm_compost,0.0,0.5520821746927893,0.0,1,0,3,77.17,1
0.0,1,5,-1.1154609281398882,0.9538034991438042,0,0.0,never,0.0,community,0.0,0.5520821746927893,0.0,1,0,1,70.42,1
0.0,0,5,-1.1154609281398882,-0.2807491781105544,1,0.0,never,0.0,mixed,0.0,1.1974740127139374,0.0,1,0,2,70.35,1
0.0,0,7,1.0758587650106615,0.02788899120303528,0,0.0,always,0.0,worm_compost,0.0,1.1974740127139374,0.0,1,3,0,84.95,1
0.0,1,9,0.7106388161522366,-0.4350682627673492,1,0.0,always,0.0,community,0.0,0.5520821746927893,0.0,2,3,3,75.27,1
0.0,1,5,-1.1154609281398882,0.6451653298302146,0,0.0,sometimes,0.0,biomethanation,0.0,1.1974740127139374,0.0,2,0,2,70.59,1
0.0,2,7,1.0758587650106615,0.7994844144870095,2,0.0,never,0.0,home_compost,0.0,1.1974740127139374,0.0,3,3,2,79.17,1
0.0,2,6,-1.1154609281398882,0.02788899120303528,1,0.0,always,0.0,collector,0.0,-0.7387015013495069,0.0,0,0,3,79.32,1
0.0,1,11,1.0758587650106615,-0.7437064320809389,0,0.0,never,0.0,community,0.0,-0.09330966332835877,0.0,3,3,0,76.23,1
0.0,2,2,-1.1154609281398882,-0.8980255167377337,2,0.0,never,0.0,community,0.0,1.1974740127139374,0.0,3,0,3,90.06,1
0.0,0,4,-0.7502409792814632,-1.2066636860513233,1,0.0,never,0.0,home_compost,0.0,0.5520821746927893,0.0,1,0,3,79.83,1
0.0,1,12,1.0758587650106615,1.2624416684573938,2,0.0,always,0.0,biomethanation,0.0,1.1974740127139374,0.0,2,3,0,91.85,1
0.0,2,11,-1.1154609281398882,0.7994844144870095,1,0.0,always,0.0,community,0.0,-1.384093339370655,0.0,0,0,3,85.55,1
0.0,1,10,0.7106388161522366,0.7994844144870095,0,0.0,always,0.0,community,0.0,1.1974740127139374,0.0,3,3,3,77.19,1
0.0,0,3,1.0758587650106615,-0.2807491781105544,0,0.0,sometimes,0.0,biomethanation,0.0,1.1974740127139374,0.0,0,3,3,88.69,1
0.0,2,13,1.0758587650106615,-0.8980255167377337,0,0.0,sometimes,0.0,biomethanation,0.0,1.1974740127139374,0.0,1,3,3,91.73,1
0.0,2,8,-1.1154609281398882,1.108122583800599,1,0.0,never,0.0,biomethanation,0.0,0.5520821746927893,0.0,3,0,3,84.27,1
0.0,1,5,-1.1154609281398882,0.7994844144870095,1,0.0,never,0.0,collector,0.0,1.1974740127139374,0.0,1,0,2,73.53,1
0.0,2,10,-1.1154609281398882,1.4167607531141888,2,0.0,always,0.0,biomethanation,0.0,1.1974740127139374,0.0,0,0,0,100.0,1
0.0,0,11,1.0758587650106615,0.7994844144870095,0,0.0,sometimes,0.0,community,0.0,0.5520821746927893,0.0,2,3,3,83.34,1
0.0,2,11,-1.1154609281398882,1.2624416684573938,0,0.0,sometimes,0.0,collector,0.0,1.1974740127139374,0.0,1,0,2,80.5,1
0.0,2,12,0.7106388161522366,1.2624416684573938,1,0.0,always,0.0,home_compost,0.0,-0.7387015013495069,0.0,1,3,2,72.88,1
0.0,2,2,0.7106388161522366,-0.8980255167377337,2,0.0,sometimes,0.0,worm_compost,0.0,-0.7387015013495069,0.0,1,3,3,72.65,1
0.0,0,0,1.0758587650106615,-0.12643009345375955,1,0.0,always,0.0,community,0.0,-0.09330966332835877,0.0,2,3,3,79.82,1
0.0,2,7,-1.1154609281398882,0.6451653298302146,2,0.0,always,0.0,mixed,0.0,-0.09330966332835877,0.0,0,0,0,72.16,1
0.0,0,12,0.7106388161522366,-1.2066636860513233,1,0.0,sometimes,0.0,community,0.0,-1.384093339370655,0.0,2,3,0,72.38,1
0.0,2,7,0.7106388161522366,1.4167607531141888,1,0.0,always,0.0,community,0.0,0.5520821746927893,0.0,0,3,0,83.8,1
0.0,0,7,-1.1154609281398882,-0.8980255167377337,1,0.0,never,0.0,mixed,0.0,1.1974740127139374,0.0,2,0,3,90.06,1
0.0,0,9,1.0758587650106615,0.33652716051662496,1,0.0,sometimes,0.0,biomethanation,0.0,-0.09330966332835877,0.0,1,3,3,81.87,1
0.0,2,6,-1.1154609281398882,-1.3609827707081181,1,0.0,sometimes,0.0,worm_compost,0.0,-0.09330966332835877,0.0,3,0,1,78.49,1
0.0,1,1,-1.1154609281398882,-1.0523446013945286,1,0.0,always,0.0,mixed,0.0,0.5520821746927893,0.0,3,0,3,87.98,1
0.0,0,8,-1.1154609281398882,0.18220807585983012,0,0.0,sometimes,0.0,worm_compost,0.0,-1.384093339370655,0.0,0,0,3,80.26,1
0.0,1,5,-0.019801081564613323,1.4167607531141888,0,0.0,never,0.0,collector,0.0,-1.384093339370655,0.0,0,3,3,73.13,1
0.0,0,6,0.7106388161522366,1.4167607531141888,1,0.0,never,0.0,biomethanation,0.0,1.1974740127139374,0.0,3,3,2,79.6,1
0.0,2,11,-1.1154609281398882,0.4908462451734198,0,0.0,sometimes,0.0,mixed,0.0,1.1974740127139374,0.0,3,0,3,86.23,1
0.0,0,3,1.0758587650106615,-0.2807491781105544,2,0.0,always,0.0,community,0.0,1.1974740127139374,0.0,2,3,0,86.6,1
0.0,2,3,-1.1154609281398882,-0.589387347424144,0,0.0,sometimes,0.0,home_compost,0.0,0.5520821746927893,0.0,2,0,0,71.94,1
0.0,1,11,-1.1154609281398882,-0.12643009345375955,0,0.0,never,0.0,biomethanation,0.0,-0.09330966332835877,0.0,0,0,3,79.46,1
0.0,1,0,1.0758587650106615,-0.7437064320809389,2,0.0,always,0.0,mixed,0.0,-0.09330966332835877,0.0,0,3,0,76.23,1
0.0,0,0,-1.1154609281398882,0.6451653298302146,2,0.0,never,0.0,collector,0.0,0.5520821746927893,0.0,1,0,3,79.65,1
0.0,0,0,-0.7502409792814632,1.108122583800599,0,0.0,never,0.0,community,0.0,1.1974740127139374,0.0,2,0,3,81.31,1
0.0,0,1,-1.1154609281398882,0.02788899120303528,2,0.0,sometimes,0.0,biomethanation,0.0,1.1974740127139374,0.0,0,0,0,79.31,1
0.0,0,8,0.7106388161522366,-1.3609827707081181,1,0.0,never,0.0,home_compost,0.0,-0.7387015013495069,0.0,0,3,3,82.08,1
0.0,1,8,-1.1154609281398882,0.7994844144870095,0,0.0,sometimes,0.0,community,0.0,-0.7387015013495069,0.0,0,0,3,82.64,1
0.0,1,6,-0.7502409792814632,-1.3609827707081181,0,0.0,always,0.0,worm_compost,0.0,1.1974740127139374,0.0,0,0,2,73.69,1
0.0,1,4,0.7106388161522366,-0.8980255167377337,0,0.0,never,0.0,mixed,0.0,1.1974740127139374,0.0,2,3,2,77.35,1
0.0,0,3,1.0758587650106615,-0.12643009345375955,0,0.0,never,0.0,biomethanation,0.0,1.1974740127139374,0.0,2,3,2,77.66,1
0.0,1,8,-1.1154609281398882,0.6451653298302146,2,0.0,sometimes,0.0,collector,0.0,-0.09330966332835877,0.0,0,0,3,79.4,1
0.0,0,1,-1.1154609281398882,0.9538034991438042,1,0.0,always,0.0,community,0.0,1.1974740127139374,0.0,3,0,0,88.08,1
0.0,0,7,1.0758587650106615,1.2624416684573938,1,0.0,never,0.0,community,0.0,-0.7387015013495069,0.0,3,3,1,75.65,1
0.0,0,7,0.7106388161522366,0.4908462451734198,0,0.0,sometimes,0.0,home_compost,0.0,-0.09330966332835877,0.0,1,3,3,71.35,1
0.0,1,12,1.0758587650106615,-0.589387347424144,1,0.0,always,0.0,biomethanation,0.0,1.1974740127139374,0.0,1,3,2,81.2,1
0.0,2,12,-1.1154609281398882,0.18220807585983012,2,0.0,always,0.0,collector,0.0,-0.09330966332835877,0.0,1,0,3,76.87,1
0.0,0,8,1.0758587650106615,0.6451653298302146,0,0.0,always,0.0,biomethanation,0.0,-0.09330966332835877,0.0,2,3,2,72.68,1
0.0,2,1,1.0758587650106615,0.9538034991438042,0,0.0,sometimes,0.0,biomethanation,0.0,0.5520821746927893,0.0,1,3,0,80.38,1
0.0,1,8,-1.1154609281398882,0.33652716051662496,1,0.0,never,0.0,collector,0.0,1.1974740127139374,0.0,3,0,2,71.08,1
0.0,0,2,1.0758587650106615,-0.12643009345375955,2,0.0,sometimes,0.0,community,0.0,-0.09330966332835877,0.0,0,3,0,74.2,1
0.0,1,0,-1.1154609281398882,0.18220807585983012,0,0.0,never,0.0,biomethanation,0.0,-0.09330966332835877,0.0,1,0,0,70.17,1
0.0,2,4,-1.1154609281398882,1.2624416684573938,2,0.0,never,0.0,home_compost,0.0,1.1974740127139374,0.0,1,0,3,98.77,1
0.0,1,1,-1.1154609281398882,-1.3609827707081181,2,0.0,sometimes,0.0,home_compost,0.0,-0.09330966332835877,0.0,1,0,0,84.97,1
0.0,2,12,1.0758587650106615,-0.8980255167377337,0,0.0,always,0.0,home_compost,0.0,1.1974740127139374,0.0,3,3,2,83.82,1
0.0,0,9,-1.1154609281398882,-1.2066636860513233,2,0.0,never,0.0,worm_compost,0.0,1.1974740127139374,0.0,2,0,2,84.27,1
0.0,1,6,0.7106388161522366,-1.2066636860513233,2,0.0,sometimes,0.0,mixed,0.0,0.5520821746927893,0.0,2,3,1,73.05,1
0.0,1,10,0.7106388161522366,-0.589387347424144,0,0.0,sometimes,0.0,collector,0.0,1.1974740127139374,0.0,2,3,3,78.53,1
0.0,1,10,-0.019801081564613323,-1.3609827707081181,1,0.0,always,0.0,home_compost,0.0,1.1974740127139374,0.0,1,3,0,76.37,1
0.0,0,3,-1.1154609281398882,0.33652716051662496,0,0.0,always,0.0,mixed,0.0,0.5520821746927893,0.0,2,0,0,73.99,1
0.0,0,1,1.0758587650106615,1.4167607531141888,1,0.0,never,0.0,worm_compost,0.0,-0.7387015013495069,0.0,2,3,1,78.48,1
0.0,2,0,-1.1154609281398882,1.4167607531141888,1,0.0,always,0.0,biomethanation,0.0,-0.7387015013495069,0.0,1,0,2,76.18,1
0.0,0,0,1.0758587650106615,0.33652716051662496,2,0.0,never,0.0,biomethanation,0.0,0.5520821746927893,0.0,1,3,3,86.72,1
0.0,0,1,1.0758587650106615,1.4167607531141888,0,0.0,always,0.0,home_compost,0.0,1.1974740127139374,0.0,2,3,3,94.95,1
0.0,2,8,1.0758587650106615,0.33652716051662496,1,0.0,always,0.0,home_compost,0.0,-0.09330966332835877,0.0,3,3,2,71.98,1
0.0,0,8,-0.7502409792814632,-1.3609827707081181,1,0.0,always,0.0,collector,0.0,-0.7387015013495069,0.0,2,0,3,81.27,1
0.0,1,12,1.0758587650106615,1.4167607531141888,2,0.0,never,0.0,collector,0.0,0.5520821746927893,0.0,0,3,0,94.18,1
0.0,2,9,1.0758587650106615,-1.0523446013945286,1,0.0,always,0.0,community,0.0,1.1974740127139374,0.0,2,3,2,87.22,1
0.0,0,0,1.0758587650106615,-0.8980255167377337,1,0.0,sometimes,0.0,mixed,0.0,-0.7387015013495069,0.0,0,3,2,71.9,1
0.0,0,4,-1.1154609281398882,0.9538034991438042,0,0.0,always,0.0,biomethanation,0.0,1.1974740127139374,0.0,0,0,2,76.61,1
0.0,1,9,-1.1154609281398882,0.6451653298302146,1,0.0,sometimes,0.0,biomethanation,0.0,1.1974740127139374,0.0,0,0,2,70.59,1
0.0,0,13,-0.7502409792814632,-0.7437064320809389,1,0.0,always,0.0,biomethanation,0.0,1.1974740127139374,0.0,0,0,3,73.11,1
0.0,2,0,0.3454188672938116,-1.3609827707081181,0,0.0,never,0.0,collector,0.0,1.1974740127139374,0.0,1,3,3,81.71,1
0.0,1,8,-1.1154609281398882,-1.3609827707081181,2,0.0,always,0.0,collector,0.0,-1.384093339370655,0.0,1,0,1,76.56,1
0.0,2,5,-1.1154609281398882,-0.2807491781105544,2,0.0,always,0.0,biomethanation,0.0,1.1974740127139374,0.0,2,0,0,78.82,1
0.0,1,5,0.7106388161522366,1.4167607531141888,1,0.0,always,0.0,community,0.0,-0.7387015013495069,0.0,3,3,1,75.36,1
0.0,0,11,-1.1154609281398882,-1.3609827707081181,0,0.0,always,0.0,collector,0.0,0.5520821746927893,0.0,1,0,0,88.66,1
0.0,2,11,1.0758587650106615,-0.12643009345375955,2,0.0,sometimes,0.0,worm_compost,0.0,-0.7387015013495069,0.0,0,3,2,70.28,1
0.0,2,4,-1.1154609281398882,0.18220807585983012,0,0.0,sometimes,0.0,biomethanation,0.0,-0.09330966332835877,0.0,1,0,3,76.87,1
